stopword removal,Score_Positif,Score_Negatif,Sentiment,Score
amerika ramai tidur tepi jalan tentera gila perang perang dunia contoh korea vietnam afghan iraq libya negara rusia kesi kali,1,-3,Negatif,-2
ira sampah,1,-2,Negatif,-1
pakai komentar langsung rudal perang mulut,1,-3,Negatif,-2
halusinasi waras,1,-1,Netral,0
gempur aset amerika laut hormuz tenggelam kapal jajah dasar laut gempur ampun bravo iran,1,-2,Negatif,-1
selat hourmuz kmbli normal harga mnyk mngkn stabil untung negara asbkn warga indonesia mngecamas untung rugi indonesia pikir manusia muka,2,-1,Positif,1
iran bangkrut aplgi penghasilanya andal minyak blokade assmua kapal beli mntk iran kluarseluruh uang iran beku aplgiyg iran msi berhaludibodojan berita bohong media indonesia,1,-3,Negatif,-2
amerika serikat blokade gncatan senjatairan mnyerakan uranium bayar miliar dolar ambil beku uang iran sndiritdk nama kapal iran mnghalanggi kapal perang asskrng iran negoisasi kapal beli mntk iran blokade asin sbenarnya trjdisampaikapan media indonesia bohong,1,-3,Negatif,-2
hormuz milik iran,1,-1,Netral,0
selsai tanah iran,1,-1,Netral,0
negara kaya minyak limpa nyata rakyat teriak teriak harga bbm alias mahaalternyata kakek tua licik bohong rakyat,1,-3,Negatif,-2
hormuz masuk otoritas iran,1,-1,Netral,0
amerika layak serang negara negara internasional,2,-1,Positif,1
kapal kapal amerika serikat hancur iran dukung iran cina korea rusia dll,4,-1,Positif,3
trumph bohong hasil,1,-1,Netral,0
dahal laknatullah amerika israel,1,-1,Netral,0
bau tanah donald bebek trompet kepala keras malu kalah rakyat amerika serikat guling bebek fakta hormuz kuasa iran mauvdi kuasa blokade lucubebek,1,-3,Negatif,-2
aliloh huakbar moga iran lindung allah tentara rakyat amin,1,-1,Netral,0
kick us out god saves iranian,1,-1,Netral,0
ter masuk presiden minyak kevtrum,1,-1,Netral,0
berita indonesia isi berita,1,-1,Netral,0
rebut lahan parkir geng kawasan,1,-1,Netral,0
cadang minyak limpah jajah negara trump penya pelerr,1,-1,Netral,0
trump omong bebek mengueknguekkk,1,-1,Netral,0
hd tv n chanel kadrun natasumbernya kadrunsemua hti syiah mrmusuhi sunijd contrn vidio syiah,1,-1,Netral,0
moga iran sehat,2,-1,Positif,1
nenek moyang ngana amrika,1,-1,Netral,0
narasi indonesia hebat,4,-1,Positif,3
israel dunia bumi hangus israel,1,-2,Negatif,-1
iran negara keren jiwa patriot masyarakat,2,-1,Positif,1
amerika blokade wilayah arti otak warasharusnya negara islam timur bantu iran merdeka,1,-1,Netral,0
erase world super power,3,-1,Positif,2
ayatoilet tewas jam serang iran rudal kapal amerika serikat,1,-1,Netral,0
mafia amerika serikat kuasi negara arab pbb nato cuman tonton moga rusia china cepat tindak,1,-1,Netral,0
perang iran babak bur,1,-3,Negatif,-2
amerika power negara polisi dunia israel negara jajah moga allah swt cepat hancur kali amin,1,-1,Netral,0
allah lindung iran cipta allah amerika serikat hancur harap rakyat dunia,1,-1,Netral,0
komentar tramp minyak amerika serikat arab saudi rusia arab saudi peluang amerika kerjasama amerika,1,-1,Netral,0
donald iblis mulut rusak percaya freeet,1,-3,Negatif,-2
koyo rampok,1,-1,Netral,0
minyak amerika serikat kapai lu ganggu kepo urus atur negara gila manusia busuk trump urus negara lu dasar siting stres gila amerika serikat,1,-3,Negatif,-2
lawan iran hadap amerika serikat dunia korban gertak trumpterutama negara timur venewzela indonesia dll lihat amerika serikat berani caina iran sepanyol negara daulat lawan trump,3,-3,Netral,0
oada dunia hancur anak anak perempuanmati terbuh segara turun trump jabat,1,-1,Netral,0
amerika blokade selat hormuz maksud bunuh pimpin iran alas senjata nuklir eh pindah blokade selat hormuz manusia akal busuk,2,-3,Negatif,-1
amerika bunuh pimpin iran alas senjata nuklir,1,-2,Negatif,-1
amerika kuasa selat hormuz timbul perang dunia,1,-3,Negatif,-2
amerika serikat kalah perang tinggal mati presiden,1,-3,Negatif,-2
judul berita amerika buka blokade selat hormuz laku irgc iran proxy iran gencar laku bodoh massal fitnah putar fakta bodoh mudah bodoh bodohin informasi serampang,1,-3,Negatif,-2
trump rampok minyak fenuzwrla gilakakek pikunnih,1,-1,Netral,0
iran destroy united states,1,-1,Netral,0
mantap sikat habis habis minyak minyak kontol rakyat keluh minyak mahal,1,-2,Negatif,-1
iran ancam perang main main kapal amerika serikat lihat langsung rudal,1,-3,Negatif,-2
pakai nenbaknya haha,2,-1,Positif,1
benarbenar donaal bikin negara,1,-1,Netral,0
dont trust against iran what ever they sayang,3,-1,Positif,2
media indonesia jago sebar hoax biar laku warga indonesia doyan percaya berita hoax maklum hidup hoax lol lol,2,-2,Netral,0
inti amerika kuasa minyak alas nuklir,1,-1,Netral,0
trump presiden bacooot,1,-1,Netral,0
balas ampun lenyap jajah biadab israel amerika serikat darat amerika pentagon hancur erjihad lenyap jajah biadab israel amerika allohuakbar,1,-2,Negatif,-1
rak prasato,1,-1,Netral,0
mun cekek trump,1,-1,Netral,0
allahu akbar,1,-1,Netral,0
amerika serikat ndabrulomong kosongnonsaentukang tipu,1,-2,Negatif,-1
habis amerika serikat takut amerika serikat negara berani amerika serikat,3,-3,Netral,0
allah maha besarsegala puji milik allah swt engkau adu yaqin engkau tolong salam sejahtera makhluk nabi muhammad saw yaqin allah swt tinggal orangkaumbangsa tindak sesuai atur tolong allah swt tuju bangsa menjungjung syariat,2,-1,Positif,1
sepertinyatrum asli tewas rudal usiayang bicara ai korsleting,3,-1,Positif,2
salam iran jalan blokade adakan aman wilayah hak iran iran blokkade aman negara rakyat salah iran tahan lawan rang preman dunia niat jahat kenal kemanudiaan salam juang iran jalan,2,-3,Negatif,-1
trump rampok,1,-1,Netral,0
minyak hasil maling negara timur tengahsama kaya koruptor uang hasil malingtapi modar doa jahanam,1,-1,Netral,0
bhong banget trump nekat invasi iran buru minyak irak,1,-2,Negatif,-1
negara butuh minyak amerika trump suruh ber telur telur suruh pulang minyak amerika limpah ruah harga minyak limpah harga bahan pokok pasar mahal harga minyak anjlok turun teraktis omong trump sesuai nyata rakyat sehat omong trump normal manusia,2,-2,Netral,0
habis biar songong amerika,1,-1,Netral,0
amerika ngeklaim minyak ngehayal,1,-1,Netral,0
allah lindung kuat iran allahu akbar,1,-1,Netral,0
masyarakat international muak lihat laku amerika israel rusak negara begara,1,-2,Negatif,-1
amerika israel dikroyok negara negara pbb biar patah dominasi sombong ng patuh hukum international,1,-2,Negatif,-1
walah usir kapal amerika serikat amerika serikat malu usir iran,1,-3,Negatif,-2
selat hormuz daerah teritorial iran hukum international amerika ajar semena mena kacau rusa israeldimuka bumi,1,-2,Negatif,-1
bgaimna israel berat hati ancam iran lenyap israel muka bumi dame negara hadir negosiasi damai,1,-2,Negatif,-1
persiden tres,1,-1,Netral,0
teroris donald bebek fan setan nyahu,1,-4,Negatif,-3
lawan iran mati kalah zionis,1,-3,Negatif,-2
iran konohajangna injak injak wilayah kamiallah jamin hambnya juang lawan jajah,1,-2,Negatif,-1
destroy donald duck remove amerika from world map,1,-1,Netral,0
minyak merampokkkk negara muslim,1,-1,Netral,0
media dongeng,1,-1,Netral,0
bacod trump,1,-1,Netral,0
kompak warga serang lawan kaya indonesia battack tolol bela jahat komunis,1,-3,Negatif,-2
tramp stres damaisiap amerika serikat hancur,1,-2,Negatif,-1
bravo iran iran is best,1,-1,Netral,0
allahu akbarsemoga iran berantas amerika israilaamiin,1,-1,Netral,0
trump amirerka yahudi setanyahu israel yahudi daya upaya rampas minyak sumber kaya negara islam semenjak utama negara mmbngun lantik semahumahunya nafsu serakah amirerka n israelkena iran berani kesiapsediaan iran mnhadpi tenang cerdas sekaliiran baca pikir jahat niat matlamat amirerka israelteruskan juang iran berani rana benarallah kali tidur kali diamallahuakbar,3,-3,Netral,0
tran pembicaanya ngelantor kaya gila,1,-2,Negatif,-1
opo wani iran serang amerika serikat,1,-1,Netral,0
mati db n netanyahu aman dunia,2,-3,Negatif,-1
iran mundur,1,-2,Negatif,-1
donald trump rakos serakah negara musuh,1,-3,Negatif,-2
allahu akbarsemoga rakyat iran tentara kuat lawan sombong congkak,1,-2,Negatif,-1
allahuakbar iran,1,-1,Netral,0
bacot trump sok hebat ta hancur pasu,4,-2,Positif,2
tramp cocot ngasu suka bikin gaduh global,3,-1,Positif,2
blokade timbul pastitapi bahas jahat amerika intervensi negara pbb lahir resolus hadap amerika,1,-3,Negatif,-2
trump dajjal sombong panik moga allah swt azab amin yra,1,-2,Negatif,-1
doniii doni ndawir teruuus minyak ribut selat hormuz tutup harga bbm atuuuh,1,-1,Netral,0
iran memble jongos amerika kaya negara teluk blokir amerika diam,1,-1,Netral,0
atur amerika busuk jajah miyak,1,-3,Negatif,-2
mudah allah murka hadap tramp,1,-2,Negatif,-1
bau tanah pikir dunia hidup ratus sadar pikir rakyat raka,1,-3,Negatif,-2
cadang oli bekasberiita hoaks,1,-1,Netral,0
tramp gila pikir rakyat,1,-2,Negatif,-1
berita hoax,1,-1,Netral,0
biangkerok dunia inidonal bebek tetenyahoitu lenyap dunia amanjadi paham hilang kancicit dajal,1,-3,Negatif,-2
bagus rakyat turun jalan persis posisi koordinat militer iran gampang lenyap israel,3,-2,Positif,1
trump stres,1,-2,Negatif,-1
no need taled just booom easy brooo forget ceasefire,1,-1,Netral,0
perhati wawancara sibeostein air force one white house takut incar bom iran,1,-3,Negatif,-2
bodoh zionis kapai cesse fire negara zionis iran why,1,-2,Negatif,-1
hati hati trump n netanyahu target sah perang,1,-3,Negatif,-2
lawan kuat,1,-2,Negatif,-1
tukang bual amerika serikat kot cekot,1,-1,Netral,0
perintah sikapkita iran ketiak amirika,1,-2,Negatif,-1
percaya omong trump halu,1,-2,Negatif,-1
heran situasi menhan laku kerjasama rampok us,1,-1,Netral,0
nya amerika serikat iran bnar miskin iran jaman onta barang masuk iran,1,-2,Negatif,-1
ayo iran rudal,1,-1,Netral,0
amerika serikat rampok,1,-1,Netral,0
pbb tidurrrrrrrrrrr,1,-1,Netral,0
trump presiden tarik dengki lihat sehat kaya presiden bahil,2,-1,Positif,1
trump sombong minyak,1,-2,Negatif,-1
awas amerika serikat licik iran fokus selat hormuz tentara amerika serikat selinap iran hati kici amerika serikat,1,-3,Negatif,-2
iran larang tanker selat hormuz bayar juts dolar amerika melaranh tanker bawa labuh iran kapal bawa barang kepelanuhan iran ide cemerlang trump iran bangkrut,2,-3,Negatif,-1
hayalan donald trampyg musuh jajah amerika serikat,1,-3,Negatif,-2
hati busuk,1,-3,Negatif,-2
setannyahu trump jahat,1,-3,Negatif,-2
halaman rumah blokir kampung marah,4,-1,Positif,3
juang iran lawan provokator jahat hancur mundur,1,-3,Negatif,-2
masyaaklohsemoga allah swtmemberikan kuat oada iran palestina,1,-1,Netral,0
chinairanrusiahapuskan gologi duck tlah menyalahgunakan kuasa hadap dunia,1,-2,Negatif,-1
trump hati busuk iri dengki iran untung bajak lautmodel anyar,1,-3,Negatif,-2
negara islam jajah,1,-1,Netral,0
woi trump blokade wilayah kakek biadab,1,-1,Netral,0
rudal kabur amerika serikat gertak,1,-2,Negatif,-1
cenel maksud,1,-1,Netral,0
semangt iki jatim ponorogotp jangam ilustrasi kemarin lihat selesai nyata bohong lupa cenellnya maaas,1,-1,Netral,0
bravo iran hancur israel amerika,1,-1,Netral,0
bacot doang donald kodok,1,-1,Netral,0
kesini temu onar,1,-1,Netral,0
cabul pusing,1,-2,Negatif,-1
assalamualaikum amerika israel iran henti otng mandar nama salim santet bikin kacau aana istri,1,-2,Negatif,-1
cdangan minyak amerika serikat hasill negara hasil rampas venezuela,1,-1,Netral,0
jajah gila,1,-2,Negatif,-1
us vs iran buka vs blokade logika us buka blokade kapal admin aco,1,-1,Netral,0
kadang terherman herman warga hujat golong syiahbahkan mui waspada aktivitas syiah indonesia waspada hadap ajar syiah anggap simpang ahlus sunnah wal jamaah sunni lupa iran mayoritas syiah sibuk agung agung syiahkemungkinan perang iran vs israel berakhirkembali hujat habis habis syiah,1,-3,Negatif,-2
blokade iran,1,-1,Netral,0
trump abisin jahat manusia amerika serikat ok,1,-3,Negatif,-2
zalim hancurmacam firaun,1,-1,Netral,0
minyak hasil ampo,1,-1,Netral,0
hilang akal maulnya akiaki trump,2,-3,Negatif,-1
laku trump anak tenggelam arus sungai deras,1,-2,Negatif,-1
tua mati,1,-3,Negatif,-2
allah kuat iran lawan donald dzolim israel zionis aamiiinx,1,-2,Negatif,-1
presiden aroganmau kontrol negara orangtanpa pikir rakyat belakangnyasemoga menang tangan iran allah mudah iran hancur usak amin,2,-1,Positif,1
amerika patah taring buang sampah janji trump,1,-2,Negatif,-1
bangga lihat prinsip iran brave iran juang sejati allahu akbar,2,-1,Positif,1
kapal amerika masuk israel korban jatuh isrsel pelu bunuh netanyahu trump biar aman aminyarobbal alamin,2,-3,Negatif,-1
moga iran kemenangandan moga hancur leburlsh amerika serikat israel jajah biadab,1,-1,Netral,0
kompas komando pastur blokiiiiiiirrrr,1,-1,Netral,0
mantsp sikat,1,-1,Netral,0
amerika gila coyy,1,-2,Negatif,-1
amerika pencuridan negara negara bodoh amerika amerika curi curi,1,-2,Negatif,-1
kaya bocah antem trump haha,2,-1,Positif,1
iran lindung allah swt,1,-1,Netral,0
trump gila yaaitu negara orangsudah amerika pencurikenapa masarakat amerika suka presiden curi,3,-2,Positif,1
bicara trump bodoponmenganggab trump gila takwaras hidub iran,1,-2,Negatif,-1
tanah milik negara iran berdualatkini amerika mecurunya lagimemang trump dukung israel curi,4,-1,Positif,3
kasih masuk barat timur tengga mangkin maju tentram oky iran,1,-1,Netral,0
nyata trump gila,1,-2,Negatif,-1
perang perango rugi negara urus urus,1,-3,Negatif,-2
cocot trambol,1,-1,Netral,0
pbb bubar hukum hasil langgar tindak jahat setanyahu trump pbb kumpul drama agrasor p junjung kak adil,2,-3,Negatif,-1
iran maju senjata canggih takut jajah jahat perang allah bela agama rohmstan lil alamin,1,-3,Negatif,-2
haus duniawi donald trump kena adzab tuhan,1,-2,Negatif,-1
mulut comberan trumpngomong ngelantur,1,-1,Netral,0
bangkrut ngotot malu,1,-3,Negatif,-2
iran rudal serang kapal perang resiko habis stok rudal peluang kena target peluang jaga area lingkup kapal perang mudah iron dome jaga wilayah luas efektif drone pesawat aerobatik murah habis stok rudal amunisi tahan kapal perang kecuali kapal perang laser beam elektromagnetic wave efektif serang laut drone kapal selam kamikaze bom bunuh muka kapal perang kombinasi electro jammed serang udara alih radar awas tugas tangkal mempan rudal balistik hulu ledak nuklir ledak laut radius jangkau tahan kapal perang efek gelombang tsunami miring kapal perang signifikan pengaruh kalkulasi sudut tangkis serang udara sistem meleset gagal cegat rudal serang,1,-3,Negatif,-2
percaya omonganya bebek kemarin bohong harga minyak amerika rakyat berat mahal arti bohong,1,-2,Negatif,-1
lawan blokade amerika serikat pakai kapal angkat laut iran laut kagak muncul muncul kapal kapal nelayan speedboat armada amerika samudra india laut arab alat rudal kapal angkat laut amerika tenggelam pakai kapal selam iran tua tua tinggal teknologi selam,1,-2,Negatif,-1
arti dunia busuk licik buta,1,-3,Negatif,-2
tewas bacot donald bebek henti bohong dusta ndk malu negara super pawer relita kalah prang lawan irang,3,-3,Netral,0
tua pikir maling rampok neraka jahanam donald setanyahu,1,-5,Negatif,-4
serah gila ngeladenin gila mah gila,1,-2,Negatif,-1
minyak colong,1,-1,Netral,0
amerika rampok selat hormuz milik iran dikuasain hancur zionis israhell biadab hadap palestine amerika arogan amerika zionis israhell kecut bravo iran,1,-3,Negatif,-2
dasar trump rampok selat hormuz malu kaya laku moga allah balas jahat timpal hayo iran semangat allah titip selat hormuz iran,2,-3,Negatif,-1
takut nyawit,1,-3,Negatif,-2
janganpeercaya trump israelminta jeda perang siasat susun perang xontohnya,1,-3,Negatif,-2
coba kawan pikir sekira iran nuklir jdnya takut main tembak bahaya,1,-3,Negatif,-2
hadeh amerika serikat minyak curi minyak venezuela tangkap maduro jajah venezuela rampas sda minyak venezuela venezuela rupa hasil minyak dunia trumpet rakus kuasa minyak venezuela gaza iran rencana trumpet curi minyak timur hasil iran garang kuat lemah venezuela cam trumpet,1,-2,Negatif,-1
setan serakah trump rampas hak hak iran selat hormuz kasih kendor rudal rudal presisi ledak kapal perang amerika,2,-4,Negatif,-2
ksi hancur iranselesai smuanyakarna iran resah negara,1,-3,Negatif,-2
tukur kerna trump waras,1,-1,Netral,0
video iran verifikasi,1,-1,Netral,0
wajah pnjahat lame trpancarmereka senangtiasa mncari masalh,1,-1,Netral,0
iran adek torpedo tandan kapal selam amerika serikat tenggelam,1,-2,Negatif,-1
kena serentak torpedo,1,-1,Netral,0
perang donald bebek lucnut,1,-3,Negatif,-2
amerika serikat langsung hancur rezim iran basa basi rezim teroris hancur hapus iran peta dunia,1,-3,Negatif,-2
indonesia sakti,1,-1,Netral,0
dampak korban manusia pbb bantu perdamaaian manusia oke,1,-3,Negatif,-2
iran rudal amerika jet siluman,1,-1,Netral,0
mati loh amerika serikat israel eliminasi pimpin iran pp,1,-3,Negatif,-2
damai indah indonesia,4,-1,Positif,3
ciri munafik,1,-3,Negatif,-2
soekarno pbb kerjaannyaswis masuk pbb normal netral runding,1,-1,Netral,0
trump ala teroris debenarnya,1,-3,Negatif,-2
iran lancar ajer rudal askena angkarasiapa tembak torpedo kapal tentera iran laut sri langka,1,-1,Netral,0
allahuakbar allah iran amin,1,-1,Netral,0
prabowo rusia tuju tolong kapal minyak indonesia akses selat hormuz masyarakat indonesia mayoritas dukung indonesia kerja rusia prabowo amerika prabowo cari empati masyarakat ind prabowo dengar isu makjulkan wakilnyamaka respek olah cari solusi aspirasi rakyat,4,-1,Positif,3
trump bacot,1,-1,Netral,0
minyak amerika serikat hasil malak rusia minyak murni hasil bumi negara,2,-1,Positif,1
iran mundur hancur kapal amerika serikat,1,-2,Negatif,-1
besok amerika keroyok negara dunia cuman iran ganggu negara dunia,1,-1,Netral,0
amerika serikat minyak nyopet minyak negara arab saudi quwait uea venezuela,1,-1,Netral,0
prabowo pro amrik prabowo pro israel,1,-1,Netral,0
rezim donald bebek ganti,1,-1,Netral,0
amerika serikat prampok minyak dunia,1,-1,Netral,0
amerika kalah perang iran israel,1,-3,Negatif,-2
amerika presiden dajjal firaun binasa,1,-2,Negatif,-1
donald trump kecut,1,-1,Netral,0
amerika diberkatitetaplah amerika dimampukanmenghadapi iblis iran,1,-3,Negatif,-2
amerika serikat negara bangkrut,1,-3,Negatif,-2
amerika serikat kecut hak blokade selat hormuz,2,-1,Positif,1
cadang minyak harga bensin amerika serikat rakyat teriak,1,-2,Negatif,-1
berani blokade selat hormuz amerika serikat selat uea,3,-1,Positif,2
