stopword removal,Score,Sentiment
kompas kadrun,-1,Negatif
hahahhahah hoak,0,Netral
rakyak indonesia mendukung indonesia iran iraq yaman lebanon palestina china koreautara belarusia pakistan rusia maju pantang mundur,-1,Negatif
kakean cocot trump,0,Netral
tembak kapal asmereka curang al iranmanusia biadab kubur lautan presiden trump setanyahu,-2,Negatif
pecundang pecundang tramapa alsannu nutupi ketidak berdayanmu melawan iran dikroyok pecundang gertak smbalmu iran secuil getar,-1,Negatif
usir pakai rudal,-1,Negatif
amerika serikat sokan mengaku punyatipikal penjajah serakah,0,Netral
usir besok kuasai,-1,Negatif
semangat iran,0,Netral
indonesia pemimpinnya contoh irantdk tunduk antek asing omon omon,-1,Negatif
iran muslim timur bersatu ngancurin amerika serikat israel,0,Netral
lapangan udara amerika serikat israel timur ancurkan iran bikin negara hancur licik picik islam kekurangan apspun,0,Netral
donald bebek omong,-1,Negatif
bagus trump blokade hormuz biar minyak mahal amerika bangkrut,0,Netral
wow seru trump koar koar mengirim kapal perang kena mental lansung putar,-3,Negatif
fakta speed boat iran mutarsudah lewati kapal perang amerika serikat,-3,Negatif
ayo iran rudal kapal amerika serikat biar hancur seliweran laut timur,0,Netral
hidup iran,0,Netral
perang ngusir rudal jantan,0,Netral
gertak doang coba berani,-1,Negatif
negara berdaulat,-1,Negatif
suka suka iranlah jual minyaknya kesiapa lucunya trumph gagal bergaul eh mainnya ancam bocah kelakuannya menang merugikan hak dibilang penjahat malu,-3,Negatif
bjak lawt pmeras dilnyapkan,0,Netral
kapal iran hancur,-1,Negatif
benarjangan ngawur,0,Netral
usir rendah usir memgusir anjingkurap mengusir setan dall anggap rendah hahahahhaaapreettttt rudal langsung,-5,Negatif
mendukung iran kuat,0,Netral
patut tunggu respon paman trump pengusiran kapal amerika serikat kembang api amerika serikat iran,1,Positif
amerika negara adidaya kelojotan lawan iran sirewel anak kemarin sore sok mengajak perang iran,-2,Negatif
mengapai pringatkansiikan peranglangsung ledakkan,0,Netral
iran bohong usir kapal perang amerika videonya,-4,Negatif
diusir boom perang latihan,-3,Negatif
iran ciri bangsa solid rakyatnya kompak bangsa persia bangsa kemarin sore dengar sejarahnya ngeri,0,Netral
geronbolan kafir beranii nya main keroyokan ujung nya kabur,-2,Negatif
iran sangsi hidup ngaruh iran mati rakyat amrika,0,Netral
tipu daya mengajak brunding memasuki kapal prang sikat kapal prang amrika biar tengglam,-2,Negatif
suka pange kobong ngana ambe pisang bo ujan,0,Netral
usir menyakitkan ngontrak rumah usir terima sakit nyatu,-2,Negatif
perang pakai protokolerseperti kejuaraanada time break kejuaraan perang negara,-2,Negatif
bravo iran,0,Netral
idqak kapok awak alah kalahkapal induk kabur mase onar,-4,Negatif
amerika gembong perampok nyata perilaku biadab,1,Positif
usir rudal langsung kasih peringatan langsung rudal biar kuat,1,Positif
malu amerika nyapir minyak iran nya negara kaya hah,0,Netral
amerika syarikat amerika serikat,1,Positif
hhahaha amerika serikat israwel salah lawan kali bertemu buku ruas iran lemah nyata lemah amerika serikat israwel,0,Netral
rudal sajakasih pelajaran amerika,1,Positif
amerika serikat dipegang trumpet hancurrr trumpet lupa gila setress dst,0,Netral
iran langsun bomtp amerika serikat usir,-1,Negatif
rudal kapal perusak amerika serikat bravo iran,-1,Negatif
manusia licik sombongtrum inimau negara tunduk,1,Positif
mantap iran hajar musuhmu sopan,0,Netral
coba berani tembak tembak berbahyalah iran,-2,Negatif
terima kasih iran rusia cinabiar sombong zionis israel,0,Netral
kapal minyak antek amerikaisrael gkbisa rkyt sengsara harga naeknyari krj susah pedagang gulung tikar,-2,Negatif
hancur leburkan israel ampun,0,Netral
iran menhamtam pangkalan diluar amerika menghantam langsun pakalan amerika rakyat trauma berusaha menurunkan trump,-1,Negatif
balas ampun israel amerika penjajah biadab jahanam bersatu berjihad melenyapkan israel amerika pentagon allohuakbar allohuakbar,-3,Negatif
minyak hasil ngerampok negara dasar penjajah sombong,0,Netral
bukanekonomirantapimenghambat ekonominegaranegaralainjuga,0,Netral
allahu akbar allah swt memenangkanmu iran jayalah iran tegaklah islam,2,Positif
tukang obat laku jualan obat bohong,-3,Negatif
ac a,0,Netral
sembarang bicara situasi lapangan,0,Netral
iran fatut dibiri fah lawan fejuan kejahatan,0,Netral
dunia kalah amerika irael aman femeras mintak jatah alasan medafat setiaf tiaf negara,-1,Negatif
iya kaiau amerika minyak gafa bersikras memblokkade slat hurmus tanda kerukusa negara amerika serikat,-1,Negatif
hancur iran,0,Netral
allahu akbar indonesia mendukung iran,0,Netral
i r a n,0,Netral
hak veto pbb negara mendukung menjalankan rencana iyakan israel hak veto amerika,0,Netral
blokade perjalanan lancar perang blokade dirusak ditiadakan penggunaannyaagar lancar perjalanannya dipikir pikir,-1,Negatif
turunkan pasukan keamanan pbb memblokir perjalanan kapal melewati selat tersebutsebab mengganggu situasi keamanan didaerah tersebutayo turunkan pasukan,-2,Negatif
israel melewati selat hormuzh memerdekakan negara palestina menjadikan iran mengizinkan kapal amerika serikat israel melewati selat ketentuan syaratnya mantap,3,Positif
kedamaian perang kedamaian dunia negara merdeka hak asasi negaranya masingmasingbisa ditelusuri dimana kesalahan,-2,Negatif
amerika ramai tidur tepii jalan tentera gila perang perang dunia contoh korea vietnam afghan iraq libya negara rusia kesian kali,-3,Negatif
berira sampah,-1,Negatif
memakai komentar peringatan langsung dirudali perang mulut,-1,Negatif
halusinasi waras,0,Netral
gempur menerus aset amerika dilaut hormuz tenggelamkan kapal penjajah dasar laut gempur ampun bravo iran,-3,Negatif
selat hourmuz kmbli normal harga mnyk mngkn stabil beruntung negara asbkn warga indonesia mngecamas untung ruginya indonesia dipikirkan manusia bermuka,5,Positif
iran bangkrut aplgi penghasilanya diandalkan minyak diblokade assmua kapal beli mntk iran kluarseluruh keuangan iran bekukan aplgiyg iran msi berhaludibodojan berita bohong media indonesia,-4,Negatif
amerika serikat memblokade gncatan senjatairan mnyerakan uraniumnya bayaran miliar dolar diambil pembekuan uang iran sndiritdk namanya kapal iran mnghalanggi kapal perang asskrng iran negoisasi kapal beli mntk iran blokade asini sbenarnya trjdisampaikapan media indonesia berbohong,-5,Negatif
hormuz milik iran,1,Positif
selsai tanah iran,0,Netral
negara kaya minyaknya berlimpa rakyatnya teriak teriak harga bbm alias mahaalternyata kakek tua licik berbohong rakyat,-2,Negatif
hormuz otoritas iran,0,Netral
amerika layak diserang negara negara internasional,-1,Negatif
kapal kapal amerika serikat hancur iran pendukung iran cina korea rusia dll,-1,Negatif
trumph bohong berhasil,0,Netral
dahal laknatullah amerika israel,0,Netral
bau tanah donald bebek trompet kepalamu keras malu mengaku kalah rakyat amerika serikat gulingkan bebek membalikan fakta hormuz kekuasaan iran mauvdi kuasai blokade lucubebek,-3,Negatif
aliloh huakbar semoga iran dilindungi allah tentara rakyatnya amin,1,Positif
kick us out god saves iranian,0,Netral
ter masuk presiden minyak kevtrum,0,Netral
berita indonesia isi beritanya,-1,Negatif
rebutan lahan parkir geng kawasan,1,Positif
mengaku cadangan minyak melimpah jajah negara trump penya pelerr,0,Netral
trump terlalui omong bebek mengueknguekkk,-1,Negatif
hd tv n chanel kadrun natasumbernya kadrunsemua hti syiah mrmusuhi sunijd contrn vidio syiah,0,Netral
semoga iran sehat,0,Netral
nenek moyang ngana amrika,-1,Negatif
narasi indonesia hebat,-1,Negatif
israel dunia bumi hangus israel,-1,Negatif
iran negara keren jiwa patriot masyarakatnya,0,Netral
amerika blokade wilayah otaknya warasharusnya dijauhi negara islam timur bantulah iran merdeka,0,Netral
erase world super power,0,Netral
ayatoilet tewas jam serangan iran rudal berhari kapal amerika serikat,-2,Negatif
mafia amerika serikat menguasi negara arab dimana pbb nato cuman penonton semoga rusia china cepat bertindak,-2,Negatif
perang diteruskan iran babak belur,-2,Negatif
kebiasaan ngegombal,0,Netral
amerika power negara polisi dunia israel negara penjajah semoga allah swt cepat menghancurkan kali amin,0,Netral
allah lindungilah iran ciptaanmu allah amerika serikat menghancurkan harapan rakyat dunia,1,Positif
komentar tramp minyak amerika serikat arab saudi rusia arab saudi peluang amerika kerjasama amerika,1,Positif
donald iblis mulut rusak ucapan dipercaya freeet,-2,Negatif
koyo rampok,-1,Negatif
minyak amerika serikat mengapai lu ganggu kepo mengurusi mengatur negara gila manusia busuk trump urus negara lu dasar siting stres gila amerika serikat,-2,Negatif
perlawanan iran amerika serikat dunia korban gertakan trumpterutama negara timur venewzela indonesia dll lihat amerika serikat berani caina iran sepanyol negara berdaulat lawan trump,-1,Negatif
oada dunia hancur anak anak perempuanmati terbuh segara turunkan trump jabatannya,-2,Negatif
amerika blokade selat hormuz maksudnya bunuh pemimpin iran alasan senjata nuklir eh pindah blokade selat hormuz manusia akal busuk,-2,Negatif
pertanyaannya amerika membunuh pemimpin iran alasan senjata nuklir,0,Netral
amerika menguasai selat hormuz menimbulkan perang dunia,-1,Negatif
amerika serikat kalah perang tinggal mati presiden,-1,Negatif
judul beritanya amerika membuka blokade selat hormuz lakukan irgc iran proxy iran gencar pembodohan massal fitnah pemutar balikkan fakta bodoh mudah bodoh bodohin informasi serampangan,-2,Negatif
trump perampok minyak fenuzwrla gilakakek pikunnih,0,Netral
iran destroy united states,0,Netral
mantap sikat habis habisan minyak minyak kontol rakyatnya mengeluh minyak mahal,1,Positif
iran mengancam perang main main kapal amerika serikat langsung dirudal,-1,Negatif
pakai nenbaknya haha,0,Netral
benarbenar donaal bikin negara,0,Netral
dont trust against iran what ever they sayang,0,Netral
media indonesia jago sebarkan hoax biar laku warga indonesia doyan percaya berita hoax maklum hidup hoax lol lol,-2,Negatif
intinya amerika menguasai minyak alasan nuklir dipermasalahkan,0,Netral
trump presiden bacooot,1,Positif
balas ampun lenyapkan penjajah biadab israel amerika serikat daratan amerika pentagon dihancurkan erjihad melenyapkan penjajah biadab israel amerika allohuakbar,-1,Negatif
rakan prasato,0,Netral
mun cekek trump,0,Netral
allahu akbar,0,Netral
amerika serikat ndabrulomong kosongnonsaentukang tipu,0,Netral
habisi amerika serikat takut amerika serikat negara berani amerika serikat,0,Netral
allah maha besarsegala puji milik allah swt engkaulah mengadukan permasalahan yaqin engkau menolong salam sejahtera makhluk terbaikmu nabi muhammad saw yaqin allah swt meninggalkan orangkaumbangsa bertindak sesuai aturannya pertolongan allah swt bangsa menjungjung syariatnya,9,Positif
sepertinyatrum asli tewas dirudal usiayang bicara ai korsleting,1,Positif
salam iran jalan kebenaran blokade adakan keamanan wilayah hak iran iran blokkade keamanan negara rakyatnya salahkan iran pertahankan lawan perangi preman dunia niat jahat kenal kemanudiaan salam juangan iran jalan kebenaran,0,Netral
trump perampok,0,Netral
minyak hasil maling negara timur tengahsama kaya koruptor uang hasil malingtapi modar doa jahanam,0,Netral
bhong banget trump nekat invasi iran buru minyak irak,1,Positif
negara butuh minyak amerika trump suruh ber telur bertelur disuruh pulang minyak amerika melimpah ruah harganya minyak melimpah harga bahan pokok pasar mahal harganya minyak anjlok turun teraktis mengomong trump sesuai kenyataan rakyat sehat omongannya trump normal manusia,0,Netral
habisi biar songong amerika,0,Netral
amerika ngeklaim minyak ngehayal,0,Netral
allah melindungi kekuatan iran allahu akbar,2,Positif
masyarakat international muak kelakuan amerika israel merusak negara begara,-1,Negatif
amerika israel dikroyok negara negara pbb biar dipatahkan dominasinya sombongnya ng patuh hukum international,1,Positif
walah usir kapal amerika serikat amerika serikat malu usir iran,-3,Negatif
selat hormuz daerah teritorial iran diakui hukum international amerika ajar semena mena kekacauan kerusakan israeldimuka bumi,-2,Negatif
bgaimna israel berat hati ancam iran lenyapkan israel muka bumi perdamean ketiga negara hadir negosiasi damai,0,Netral
persiden setres,0,Netral
teroris donald bebek fan setan nyahu,-1,Negatif
lawan iran mati kalah zionis,-1,Negatif
iran konohajangna injak injak wilayah kamiallah menjamin hambnya berjuang melawan penjajah,-1,Negatif
destroy donald duck remove amerika from world map,0,Netral
minyak merampokkkk negara muslim,1,Positif
media pendongeng,0,Netral
bacod trump,0,Netral
kompak warga serang lawan kaya indonesia battack tolol bela penjahat komunis,-2,Negatif
tramp stres damaisiap amerika serikat hancur,-1,Negatif
bravo iran iran is best,0,Netral
allahu akbarsemoga iran memberantas amerika israilaamiin,-1,Negatif
trump amirerka yahudi setanyahu israel yahudi sedaya upaya merampas minyak sumber kekayaan negara islam semenjak negara mmbngun dilantik semahumahunya nafsu serakah amirerka n israelkena iran berani kesiapsediaan iran mnhadpi tenang cerdas sekaliiran membaca pikiran jahat niat matlamat amirerka israelteruskan perjuangan iran berani kerana benarallah kali tidur kali diamallahuakbar,1,Positif
tran pembicaanya ngelantor kaya gila,0,Netral
opo wani iran menyerang amerika serikat,-1,Negatif
mati db n netanyahu aman dunia,0,Netral
iran mundur,0,Netral
donald trump rakos serakah negara dimusuhi,0,Netral
allahu akbarsemoga rakyat iran tentaranya kekuatan melawan kesombongan kecongkakan,1,Positif
allahuakbar iran,0,Netral
bacot trump sok hebat ta hancur pasukan,-2,Negatif
tramp cocot ngasu suka bikin gaduh global,0,Netral
blokade menimbulkan pastitapi membahas kejahatan amerika intervensi negara pbb melahirkan resolus kepentingan amerika,3,Positif
trump dajjal sombong panik semoga allah swt azabnya amin yra,-1,Negatif
doniii doni ndawir teruuus minyak ribut selat hormuz ditutup harga bbm atuuuh,1,Positif
iran memble jongosnya amerika kaya negara teluk blokir amerika diam,-2,Negatif
atur amerika busuk penjajah miyak,-1,Negatif
mudahan allah murka tramp,1,Positif
bau tanah pikirkan dunia hidup seratus sadarlah pikirkan rakyatnya seraka,-1,Negatif
cadangan oli bekasberiita hoaks,1,Positif
tramp gila pikirkan rakyatnya,0,Netral
berita hoax,-2,Negatif
biangkerok dunia inidonal bebek tetenyahoitu lenyap dunia amanjadi paham hilang kancicit dajal,-2,Negatif
baguslah rakyat turun jalan persis posisi koordinat militer iran gampang dilenyapkan israel,0,Netral
trump stres,-1,Negatif
no need taled just booom easy brooo forget ceasefire,0,Netral
perhatikan wawancara sibeostein air force one white house takut incaran bom iran,0,Netral
bodohi zionis mengapai cesse fire negara zionis iran why,-1,Negatif
hati hati trump n netanyahu target sah perang,-1,Negatif
lawan kuat,0,Netral
tukang bual amerika serikat kot cekot,-3,Negatif
pemerintah tentukan sikapkita iran ketiak amirika,0,Netral
percaya omongan trump halu,0,Netral
heran situasi menhan kerjasama perampok us,1,Positif
nya amerika serikat iran bnar miskin iran jaman onta barang masuk iran,-3,Negatif
ayo iran rudal,1,Positif
bersiaplah berbaik amerika serikat dirampok,0,Netral
pbb tidurrrrrrrrrrr,0,Netral
trump presiden menarik dengki sehat kaya presiden bahil,1,Positif
trump sombong minyak disana,-1,Negatif
awas amerika serikat licik iran fokus selat hormuz tentara amerika serikat menyelinap iran hati kekicikan amerika serikat,-1,Negatif
iran melarang tanker melewati selat hormuz bayaran juts dolar amerika melaranh tanker membawa pelabuhan iran kapal membawa barang kepelanuhan iran ide cemerlang trump iran bangkrut,-2,Negatif
hayalan donald trampyg menambah musuh penjajah amerika serikat,0,Netral
hati busuk,-1,Negatif
setannyahu trump jahat,-1,Negatif
halaman rumah blokir kampung marah,-1,Negatif
berjuang iran lawan provokator jahat hancurkan mundur sedikitpun,-1,Negatif
masyaaklohsemoga allah swtmemberikan kekuatan oada iran palestina,2,Positif
bersatu chinairanrusiahapuskan gologi duck tlah menyalahgunakan kuasa dunia,0,Netral
trump berhati busuk iri dengki iran beruntung bajak lautmodel anyar,-2,Negatif
